slug,soc_code,title,matched_label,match_score,review_required,top2_label,top2_score,top3_label,top3_score,llm_soc_code,llm_confidence,llm_reason,llm_model,llm_review_required,llm_candidates,api_soc_code,api_soc_title,api_match_method,api_score
it-project-manager,2131,IT project manager,IT project managers,100.0,no,Information technology professionals n.e.c.,93.1,Information technology trainers,88.9,,,,,,,2131,IT project managers,add_titles_exact,100.0
it-security-co-ordinator,2135,IT security co-ordinator,Cyber security professionals,77.4,no,Information technology directors,100.0,Information technology trainers,87.3,,,,,,,2135,Cyber security professionals,manual_review_y,100.0
it-support-technician,3132,IT support technician,IT user support technicians,100.0,no,Information technology professionals n.e.c.,90.9,Information technology trainers,88.9,,,,,,,3132,IT user support technicians,add_titles_exact,100.0
jewellery-designer-maker,3422,Jewellery designer-maker,"Clothing, fashion and accessories designers",100.0,no,Clergy,66.7,Interior designers,64.7,,,,,,,3422,"Clothing, fashion and accessories designers",fuzzy,100.0
jockey,3431,Jockey,Sports players,100.0,no,Metal making and treating process operatives,60.0,Plastics process operatives,60.0,,,,,,,3431,Sports players,add_titles_exact,100.0
judge,2411,Judge,Barristers and judges,100.0,no,"Undertakers, mortuary and crematorium assistants",66.7,Teachers of English as a foreign language,66.7,,,,,,,2411,Barristers and judges,fuzzy,100.0
kennel-worker,6129,Kennel worker,Animal care services occupations n.e.c.,77.8,no,Energy plant operatives,66.7,Electrical service and maintenance mechanics and repairers,66.7,,,,,,,9111,Farm workers,manual_review_override,100.0
kitchen-and-bathroom-designer,3421,Kitchen and bathroom designer,Interior designers,100.0,no,Kitchen and catering assistants,75.9,Chefs,75.0,,,,,,,3421,Interior designers,fuzzy,100.0
kitchen-and-bathroom-fitter,5316,Kitchen and bathroom fitter,Carpenters and joiners,100.0,no,Pipe fitters,77.8,Kitchen and catering assistants,75.9,,,,,,,5316,Carpenters and joiners,fuzzy,100.0
kitchen-porter,9263,Kitchen porter,Kitchen and catering assistants,100.0,no,Kitchen and catering assistants,81.5,Printers,76.9,,,,,,,9263,Kitchen and catering assistants,add_titles_exact,100.0
laboratory-technician,3111,Laboratory technician,Laboratory technicians,100.0,no,Painters and decorators,75.0,Library clerks and assistants,70.6,,,,,,,3111,Laboratory technicians,add_titles_exact,100.0
land-and-property-valuer-and-auctioneer,3555,Land and property valuer and auctioneer,Estate agents and auctioneers,100.0,no,Process operatives n.e.c.,66.7,Brokers,66.7,,,,,,,3555,Estate agents and auctioneers,fuzzy,100.0
land-surveyor,2454,Land surveyor,Chartered surveyors,100.0,no,Quantity surveyors,81.8,"Launderers, dry cleaners and pressers",63.6,,,,,,,2454,Chartered surveyors,add_titles_exact,100.0
landscape-architect,2451,Landscape architect,Architects,100.0,no,IT managers,100.0,Senior care workers,75.0,,,,,,,2451,Architects,add_titles_exact,100.0
landscaper,5113,Landscaper,Gardeners and landscape gardeners,94.7,no,Senior care workers,75.0,"Launderers, dry cleaners and pressers",70.6,,,,,,,5113,Gardeners and landscape gardeners,fuzzy,94.7
learning-disability-nurse,2237,Learning disability nurse,Other registered nursing professionals,100.0,no,Dental nurses,70.0,Midwifery nurses,69.2,,,,,,,2237,Other registered nursing professionals,fuzzy,100.0
learning-mentor,3222,Learning mentor,Child and early years officers,100.0,no,Teaching assistants,62.5,Librarians,62.5,,,,,,,3222,Child and early years officers,fuzzy,100.0
leather-craftworker,2129,Leather craftworker,Engineering professionals n.e.c.,84.8,no,Playworkers,75.0,Furniture makers and other craft woodworkers,73.7,,,,,,,5412,Footwear and leather working trades,manual_review_override,100.0
legal-executive,2419,Legal executive,Legal professionals n.e.c.,88.9,no,Chief executives and senior officials,75.0,Legal secretaries,71.0,,,,,,,2419,Legal professionals n.e.c.,manual_review_override,100.0
legal-secretary,4212,Legal secretary,Legal secretaries,100.0,no,Medical secretaries,80.0,Caretakers,75.0,,,,,,,4212,Legal secretaries,add_titles_exact,100.0
leisure-centre-assistant,1224,Leisure centre assistant,Leisure and sports managers and proprietors,85.7,no,Leisure and theme park attendants,80.0,Leisure and sports managers and proprietors,72.7,,,,,,,9267,Leisure and theme park attendants,manual_review_override,100.0
leisure-centre-manager,1224,Leisure centre manager,Leisure and sports managers and proprietors,100.0,no,Leisure and theme park attendants,80.0,Leisure and sports managers and proprietors,72.7,,,,,,,1224,Leisure and sports managers and proprietors,add_titles_exact,100.0
librarian,2471,Librarian,Librarians,100.0,no,Library clerks and assistants,80.0,Veterinarians,75.0,,,,,,,2471,Librarians,add_titles_exact,100.0
library-assistant,4135,Library assistant,Library clerks and assistants,100.0,no,Librarians,92.3,"Residential, day and domiciliary care managers and proprietors",71.4,,,,,,,4135,Library clerks and assistants,add_titles_exact,100.0
licensed-conveyancer,2419,Licensed conveyancer,Legal professionals n.e.c.,100.0,no,Finance officers,66.7,Clergy,66.7,,,,,,,2419,Legal professionals n.e.c.,fuzzy,100.0
life-coach,3224,Life coach,Counsellors,100.0,no,Bus and coach drivers,66.7,Police community support officers,63.2,,,,,,,3224,Counsellors,add_titles_exact,100.0
lifeguard,6211,Lifeguard,Sports and leisure assistants,100.0,no,Taxi and cab drivers and chauffeurs,61.5,Gardeners and landscape gardeners,61.5,,,,,,,6211,Sports and leisure assistants,add_titles_exact,100.0
lift-engineer,2121,Lift engineer,Civil engineers,88.0,no,Electrical engineers,87.0,Mechanical engineers,87.0,,,,,,,2121,Civil engineers,api_ranked_manual_pass,88.0
lighting-technician,3119,Lighting technician,"Science, engineering and production technicians n.e.c.",100.0,no,Teaching assistants,66.7,Financial and accounting technicians,66.7,,,,,,,3119,"Science, engineering and production technicians n.e.c.",fuzzy,100.0
live-sound-engineer,3417,Live sound engineer,"Photographers, audio-visual and broadcasting equipment operators",100.0,no,Civil engineers,78.3,Production and process engineers,73.3,,,,,,,3417,"Photographers, audio-visual and broadcasting equipment operators",fuzzy,100.0
local-government-officer,4112,Local government officer,Local government administrative occupations,100.0,no,National government administrative occupations,87.5,Officers of non-governmental organisations,80.0,,,,,,,4112,Local government administrative occupations,add_titles_exact,100.0
local-government-revenues-officer,4112,Local government revenues officer,Local government administrative occupations,100.0,no,Social workers,72.7,Social services managers and directors,72.7,,,,,,,4112,Local government administrative occupations,fuzzy,100.0
locksmith,2132,Locksmith,IT managers,100.0,no,Kitchen and catering assistants,57.1,"Clothing, fashion and accessories designers",57.1,,,,,,,,,no_results,0
maintenance-fitter,5223,Maintenance fitter,Metal working production and maintenance fitters,100.0,no,IT managers,100.0,Pipe fitters,84.2,,,,,,,5223,Metal working production and maintenance fitters,add_titles_exact,100.0
make-up-artist,3411,Make-up artist,Artists,100.0,no,Florists,66.7,Podiatrists,66.7,,,,,,,3411,Artists,fuzzy,100.0
management-accountant,2421,Management accountant,Chartered and certified accountants,100.0,no,Chartered and certified accountants,70.6,IT managers,66.7,,,,,,,2421,Chartered and certified accountants,fuzzy,100.0
management-consultant,2431,Management consultant,Management consultants and business analysts,100.0,no,Management consultants and business analysts,100.0,Collector salespersons and credit agents,66.7,,,,,,,2431,Management consultants and business analysts,add_titles_exact,100.0
manufacturing-systems-engineer,3113,Manufacturing systems engineer,Engineering technicians,100.0,no,Civil engineers,78.3,Aerospace engineers,71.0,,,,,,,3113,Engineering technicians,fuzzy,100.0
marine-engineer,5235,Marine engineer,Boat and ship builders and repairers,100.0,no,Quality control and planning engineers,81.5,Aerospace engineers,81.5,,,,,,,5235,Boat and ship builders and repairers,add_titles_exact,100.0
marine-engineering-technician,3113,Marine engineering technician,Engineering technicians,100.0,no,"Science, engineering and production technicians n.e.c.",83.3,Building and civil engineering technicians,81.2,,,,,,,3113,Engineering technicians,fuzzy,100.0
market-research-data-analyst,3544,Market research data analyst,Data analysts,100.0,no,Senior care workers,75.0,Pre-press technicians,75.0,,,,,,,3544,Data analysts,fuzzy,100.0
market-research-executive,1111,Market research executive,Chief executives and senior officials,88.9,no,Senior care workers,75.0,Chefs,75.0,,,,,,,1111,Chief executives and senior officials,api_ranked_manual_pass,88.9
market-researcher,7214,Market researcher,Market research interviewers,100.0,no,Senior care workers,75.0,Chefs,75.0,,,,,,,7214,Market research interviewers,fuzzy,100.0
market-trader,7124,Market trader,Market and street traders and assistants,100.0,no,Market research interviewers,81.8,Senior care workers,75.0,,,,,,,7124,Market and street traders and assistants,add_titles_exact,100.0
marketing-executive,3554,Marketing executive,Advertising and marketing associate professionals,100.0,no,Business sales executives,75.0,Marketing and commercial managers,73.3,,,,,,,3554,Advertising and marketing associate professionals,add_titles_exact,100.0
marketing-manager,2432,Marketing manager,Marketing and commercial managers,100.0,no,Marketing and commercial managers,100.0,"Marketing, sales and advertising directors",100.0,,,,,,,2432,Marketing and commercial managers,fuzzy,100.0
massage-therapist,3214,Massage therapist,Complementary health associate professionals,100.0,no,Occupational therapists,75.9,Physiotherapists,75.0,,,,,,,3214,Complementary health associate professionals,add_titles_exact,100.0
materials-engineer,2125,Materials engineer,Production and process engineers,87.5,no,Civil engineers,84.6,Engineering technicians,84.2,,,,,,,2125,Production and process engineers,manual_review_y,100.0
materials-technician,3115,Materials technician,Quality assurance technicians,88.9,no,Catering and bar managers,71.4,Kitchen and catering assistants,66.7,,,,,,,3115,Quality assurance technicians,api_ranked_manual_pass,88.9
maternity-support-worker,3221,Maternity support worker,Youth and community workers,87.2,no,Police community support officers,83.9,IT user support technicians,76.9,,,,,,,3221,Youth and community workers,manual_review_y,100.0
mechanical-engineer,2122,Mechanical engineer,Mechanical engineers,100.0,no,Civil engineers,84.6,Engineering technicians,84.2,,,,,,,2122,Mechanical engineers,manual_review_override,100.0
mechanical-engineering-technician,3113,Mechanical engineering technician,Engineering technicians,100.0,no,Mechanical engineers,100.0,Electrical engineers,78.9,,,,,,,3113,Engineering technicians,fuzzy,100.0
media-researcher,2113,Media researcher,Biochemists and biomedical scientists,94.1,no,Senior care workers,75.0,Chefs,75.0,,,,,,,2113,Biochemists and biomedical scientists,fuzzy,94.1
medical-herbalist,3214,Medical herbalist,Complementary health associate professionals,75.9,no,Medical radiographers,75.9,Florists,72.7,,,,,,,2254,Medical radiographers,manual_review_override,100.0
medical-illustrator,3411,Medical illustrator,Artists,100.0,no,Paramedics,71.4,Medical radiographers,70.6,,,,,,,3411,Artists,fuzzy,100.0
medical-physicist,2114,Medical physicist,Physical scientists,100.0,no,Medical and dental technicians,72.7,Medical secretaries,71.4,,,,,,,2114,Physical scientists,add_titles_exact,100.0
medical-secretary,4211,Medical secretary,Medical secretaries,100.0,no,Legal secretaries,78.6,Caretakers,75.0,,,,,,,4211,Medical secretaries,add_titles_exact,100.0
mental-health-nurse,2235,Mental health nurse,Registered mental health nurses,100.0,no,Environmental health professionals,84.2,Dental nurses,78.3,,,,,,,2235,Registered mental health nurses,fuzzy,100.0
merchant-navy-deck-officer,3512,Merchant Navy deck officer,Ship and hovercraft officers,100.0,no,Cooks,66.7,Farmers,66.7,,,,,,,3512,Ship and hovercraft officers,fuzzy,100.0
merchant-navy-engineering-officer,3512,Merchant Navy engineering officer,Ship and hovercraft officers,100.0,no,Merchandisers,73.7,Mechanical engineers,73.7,,,,,,,3512,Ship and hovercraft officers,fuzzy,100.0
merchant-navy-rating,1161,Merchant Navy rating,Officers in armed forces,82.4,no,Teaching assistants,66.7,Farmers,66.7,,,,,,,3512,Ship and hovercraft officers,manual_review_override,100.0
meteorologist,2114,Meteorologist,Physical scientists,100.0,no,Florists,76.9,Other psychologists,70.0,,,,,,,2114,Physical scientists,add_titles_exact,100.0
metrologist,2119,Metrologist,Natural and social science professionals n.e.c.,85.7,no,Optometrists,77.8,Other psychologists,77.8,,,,,,,,,manual_review_override,100.0
microbiologist,2112,Microbiologist,Biological scientists,100.0,no,Florists,76.9,Other psychologists,69.6,,,,,,,2112,Biological scientists,add_titles_exact,100.0
midwife,2231,Midwife,Midwifery nurses,100.0,no,Childminders,61.5,Train and tram drivers,57.1,,,,,,,2231,Midwifery nurses,add_titles_exact,100.0
model-maker,5222,Model maker,"Tool makers, tool fitters and markers-out",88.9,no,Precision instrument makers and repairers,72.7,Metal making and treating process operatives,70.0,,,,,,,5222,"Tool makers, tool fitters and markers-out",api_ranked_manual_pass,88.9
money-adviser,2422,Money adviser,Finance and investment analysts and advisers,87.0,no,Education advisers and school inspectors,76.9,Finance and investment analysts and advisers,76.2,,,,,,,2469,Welfare professionals n.e.c.,manual_review_override,100.0
montessori-teacher,2315,Montessori teacher,Teaching professionals n.e.c.,81.8,no,Butchers,72.7,Teaching assistants,66.7,,,,,,,2319,Teaching professionals n.e.c.,final_manual_decision,100.0
mortgage-adviser,2422,Mortgage adviser,Finance and investment analysts and advisers,100.0,no,Vehicle and parts salespersons and advisers,69.2,Careers advisers and vocational guidance specialists,66.7,,,,,,,2422,Finance and investment analysts and advisers,add_titles_exact,100.0
motor-mechanic,5231,Motor mechanic,"Vehicle technicians, mechanics and electricians",100.0,no,Electrical service and maintenance mechanics and repairers,72.7,"Vehicle technicians, mechanics and electricians",72.7,,,,,,,5231,"Vehicle technicians, mechanics and electricians",add_titles_exact,100.0
motorcycle-mechanic,5231,Motorcycle mechanic,"Vehicle technicians, mechanics and electricians",85.7,no,"Vehicle technicians, mechanics and electricians",68.6,Electrical service and maintenance mechanics and repairers,63.2,,,,,,,5231,"Vehicle technicians, mechanics and electricians",manual_review_y,100.0
motorsport-engineer,2123,Motorsport engineer,Electrical engineers,88.9,no,Civil engineers,78.3,Aerospace engineers,72.7,,,,,,,2123,Electrical engineers,api_ranked_manual_pass,88.9
mp,5244,MP,Computer system and equipment installers and servicers,100.0,no,Company secretaries and administrators,100.0,Importers and exporters,100.0,,,,,,,,,no_results,0
museum-attendant,9267,Museum attendant,Leisure and theme park attendants,100.0,no,IT managers,66.7,Telecoms and related network installers and repairers,56.2,,,,,,,9267,Leisure and theme park attendants,add_titles_exact,100.0
museum-curator,2472,Museum curator,"Archivists, conservators and curators",100.0,no,Customer service managers,66.7,Laboratory technicians,66.7,,,,,,,2472,"Archivists, conservators and curators",fuzzy,100.0
music-promotions-manager,2132,Music promotions manager,IT managers,88.9,no,Musicians,76.9,IT operations technicians,66.7,,,,,,,2132,IT managers,api_ranked_manual_pass,88.9
music-teacher,2319,Music teacher,Teaching professionals n.e.c.,100.0,no,Chefs,75.0,Butchers,72.7,,,,,,,2319,Teaching professionals n.e.c.,add_titles_exact,100.0
music-therapist,3219,Music therapist,Health associate professionals n.e.c.,100.0,no,Physiotherapists,81.5,Speech and language therapists,80.0,,,,,,,3219,Health associate professionals n.e.c.,fuzzy,100.0
musical-instrument-maker-and-repairer,5224,Musical instrument maker and repairer,Precision instrument makers and repairers,100.0,no,Musicians,85.7,Senior care workers,75.0,,,,,,,5224,Precision instrument makers and repairers,fuzzy,100.0
musician,3415,Musician,Musicians,100.0,no,"Actuaries, economists and statisticians",80.0,"Vehicle technicians, mechanics and electricians",76.9,,,,,,,3415,Musicians,add_titles_exact,100.0
nail-technician,6222,Nail technician,Beauticians and related occupations,100.0,no,Public services associate professionals,85.7,Advertising and marketing associate professionals,85.7,,,,,,,6222,Beauticians and related occupations,add_titles_exact,100.0
nanny,6116,Nanny,Nannies and au pairs,100.0,no,Directors in consultancy services,66.7,Other elementary services occupations n.e.c.,60.0,,,,,,,6116,Nannies and au pairs,add_titles_exact,100.0
nanotechnologist,2119,Nanotechnologist,Natural and social science professionals n.e.c.,85.7,no,"Chartered architectural technologists, planning officers and consultants",81.2,Florists,76.9,,,,,,,,,manual_review_override,100.0
naturopath,3214,Naturopath,Complementary health associate professionals,75.0,no,Elementary process plant occupations n.e.c.,60.0,Parking and civil enforcement occupations,60.0,,,,,,,,,manual_review_override,100.0
neighbourhood-warden,3314,Neighbourhood warden,Prison service officers (below principal officer),72.7,no,Houseparents and residential wardens,56.2,"Weighers, graders and sorters",54.5,,,,,,,3314,Prison service officers (below principal officer),manual_review_y,100.0
network-engineer,2137,Network engineer,IT network professionals,100.0,no,Engineering project managers and project engineers,78.6,Civil engineers,78.3,,,,,,,2137,IT network professionals,fuzzy,100.0
network-manager,2132,Network manager,IT managers,100.0,no,IT network professionals,100.0,Bed and breakfast and guest house owners and proprietors,72.7,,,,,,,2132,IT managers,fuzzy,100.0
newspaper-or-magazine-editor,2491,Newspaper or magazine editor,"Newspaper, periodical and broadcast editors",100.0,no,"Newspaper, periodical and broadcast editors",78.0,Newspaper and periodical broadcast journalists and reporters,65.0,,,,,,,2491,"Newspaper, periodical and broadcast editors",fuzzy,100.0
newspaper-or-magazine-journalist,2492,Newspaper or magazine journalist,Newspaper and periodical broadcast journalists and reporters,100.0,no,Florists,72.7,Artists,72.7,,,,,,,2492,Newspaper and periodical broadcast journalists and reporters,fuzzy,100.0
non-destructive-testing-technician,3119,Non-destructive testing technician,"Science, engineering and production technicians n.e.c.",100.0,no,Teaching assistants,66.7,Housing officers,66.7,,,,,,,3119,"Science, engineering and production technicians n.e.c.",fuzzy,100.0
nuclear-engineer,2129,Nuclear engineer,Engineering professionals n.e.c.,84.6,no,Aerospace engineers,81.5,Mechanical engineers,80.0,,,,,,,2123,Electrical engineers,manual_review_override,100.0
nuclear-technician,3119,Nuclear technician,"Science, engineering and production technicians n.e.c.",100.0,no,Cleaning and housekeeping managers and supervisors,72.7,"Arts officers, producers and directors",72.7,,,,,,,3119,"Science, engineering and production technicians n.e.c.",fuzzy,100.0
nurse,2237,Nurse,Other registered nursing professionals,100.0,no,Veterinary nurses,100.0,Nursery education teaching professionals,100.0,,,,,,,2237,Other registered nursing professionals,add_titles_exact,100.0
nursery-manager,2324,Nursery manager,Early education and childcare services managers,100.0,no,Dental nurses,83.3,Veterinary nurses,83.3,,,,,,,2324,Early education and childcare services managers,fuzzy,100.0
nursery-worker,3222,Nursery worker,Child and early years officers,82.4,no,Dental nurses,83.3,Veterinary nurses,83.3,,,,,,,5112,Horticultural trades,manual_review_override,100.0
nursing-associate,2237,Nursing associate,Other registered nursing professionals,88.9,no,Other registered nursing professionals,100.0,Pharmacy and optical dispensing assistants,83.3,,,,,,,2237,Other registered nursing professionals,api_ranked_manual_pass,88.9
nutritional-therapist,3219,Nutritional therapist,Health associate professionals n.e.c.,100.0,no,Occupational therapists,86.5,Physiotherapists,75.0,,,,,,,3219,Health associate professionals n.e.c.,fuzzy,100.0
nutritionist,2229,Nutritionist,Therapy professionals n.e.c.,100.0,no,Receptionists,76.2,Construction operatives n.e.c.,66.7,,,,,,,2229,Therapy professionals n.e.c.,add_titles_exact,100.0
occupational-health-nurse,2237,Occupational health nurse,Other registered nursing professionals,100.0,no,Dental nurses,78.3,Registered mental health nurses,78.0,,,,,,,2237,Other registered nursing professionals,add_titles_exact,100.0
occupational-therapist,2222,Occupational therapist,Occupational therapists,100.0,no,Physiotherapists,75.0,Design occupations n.e.c.,74.1,,,,,,,2222,Occupational therapists,add_titles_exact,100.0
occupational-therapy-support-worker,2222,Occupational therapy support worker,Occupational therapists,92.7,no,Design occupations n.e.c.,74.1,IT user support technicians,73.3,,,,,,,2222,Occupational therapists,fuzzy,92.7
oceanographer,2114,Oceanographer,Physical scientists,100.0,no,Medical radiographers,76.2,"Photographers, audio-visual and broadcasting equipment operators",72.0,,,,,,,2114,Physical scientists,add_titles_exact,100.0
office-manager,4141,Office manager,Office managers,100.0,no,Office managers,100.0,Bank and post office clerks,100.0,,,,,,,4141,Office managers,add_titles_exact,100.0
offshore-drilling-worker,2129,Offshore drilling worker,Engineering professionals n.e.c.,77.8,no,Office managers,66.7,Housing officers,60.0,,,,,,,9111,Farm workers,manual_review_override,100.0
ofsted-inspector,2483,Ofsted inspector,Environmental health professionals,88.0,no,Education advisers and school inspectors,78.6,Inspectors of standards and regulations,72.0,,,,,,,2483,Environmental health professionals,api_ranked_manual_pass,88.0
online-tutor,3573,Online tutor,Information technology trainers,85.7,no,Other vocational and industrial trainers,66.7,Education advisers and school inspectors,66.7,,,,,,,3573,Information technology trainers,manual_review_y,100.0
operating-department-practitioner,2253,Operating department practitioner,Dental practitioners,88.9,no,Dental practitioners,91.4,IT operations technicians,80.0,,,,,,,2253,Dental practitioners,api_ranked_manual_pass,88.9
operational-researcher,2119,Operational researcher,Natural and social science professionals n.e.c.,95.2,no,Probation officers,77.8,Chefs,75.0,,,,,,,2119,Natural and social science professionals n.e.c.,fuzzy,95.2
optometrist,2252,Optometrist,Optometrists,99.0,no,Artists,80.0,Florists,72.7,,,,,,,2252,Optometrists,title_exact,99.0
orthoptist,2252,Orthoptist,Optometrists,80.0,no,Psychotherapists and cognitive behaviour therapists,70.0,Physiotherapists,70.0,,,,,,,,,manual_review_override,100.0
osteopath,2229,Osteopath,Therapy professionals n.e.c.,100.0,no,Florists,60.0,"Postal workers, mail sorters and messengers",57.1,,,,,,,2229,Therapy professionals n.e.c.,add_titles_exact,100.0
outdoor-activities-instructor,3433,Outdoor activities instructor,Fitness and wellbeing instructors,88.2,no,Driving instructors,80.0,Construction operatives n.e.c.,76.2,,,,,,,3433,Fitness and wellbeing instructors,api_ranked_manual_pass,88.2
packaging-technologist,2129,Packaging technologist,Engineering professionals n.e.c.,100.0,no,Florists,76.9,Other psychologists,73.3,,,,,,,2129,Engineering professionals n.e.c.,fuzzy,100.0
packer,9132,Packer,"Packers, bottlers, canners and fillers",100.0,no,Caretakers,80.0,Tailors and dressmakers,80.0,,,,,,,9132,"Packers, bottlers, canners and fillers",add_titles_exact,100.0
paediatrician,2212,Paediatrician,Specialist medical practitioners,100.0,no,Podiatrists,73.7,"Vehicle technicians, mechanics and electricians",72.7,,,,,,,2212,Specialist medical practitioners,add_titles_exact,100.0
paint-sprayer,5449,Paint sprayer,Other skilled trades n.e.c.,100.0,no,Painters and decorators,70.0,Printers,66.7,,,,,,,5449,Other skilled trades n.e.c.,add_titles_exact,100.0
painter-and-decorator,5323,Painter and decorator,Painters and decorators,95.5,no,Printers,85.7,"Glass and ceramics makers, decorators and finishers",76.5,,,,,,,5323,Painters and decorators,fuzzy,95.5
palaeontologist,2119,Palaeontologist,Natural and social science professionals n.e.c.,85.7,no,Florists,76.9,"Chartered architectural technologists, planning officers and consultants",73.3,,,,,,,,,manual_review_override,100.0
palliative-care-assistant,6135,Palliative care assistant,Care workers and home carers,100.0,no,Farmers,66.7,Health care practice managers,62.9,,,,,,,6135,Care workers and home carers,fuzzy,100.0
paralegal,2419,Paralegal,Legal professionals n.e.c.,100.0,no,Legal associate professionals,71.4,Legal professionals n.e.c.,71.4,,,,,,,2419,Legal professionals n.e.c.,add_titles_exact,100.0
paramedic,2255,Paramedic,Paramedics,100.0,no,Paramedics,100.0,Farm workers,75.0,,,,,,,2255,Paramedics,add_titles_exact,100.0
paraplanner,2422,Paraplanner,Finance and investment analysts and advisers,63.6,no,Paper and wood machine operatives,62.5,Plasterers,62.5,,,,,,,,,manual_review_override,100.0
pastoral-care-worker,6135,Pastoral care worker,Care workers and home carers,86.7,no,Managers in storage and warehousing,72.0,Professional/Chartered company secretaries,69.2,,,,,,,6135,Care workers and home carers,manual_review_y,100.0
patent-attorney,2419,Patent attorney,Legal professionals n.e.c.,100.0,no,"Photographers, audio-visual and broadcasting equipment operators",62.1,Plasterers,61.5,,,,,,,2419,Legal professionals n.e.c.,add_titles_exact,100.0
pathologist,2112,Pathologist,Biological scientists,100.0,no,Other psychologists,84.2,Clinical psychologists,84.2,,,,,,,2112,Biological scientists,add_titles_exact,100.0
patient-advice-and-liaison-service-officer,3312,Patient advice and liaison service officer,Police officers (sergeant and below),88.0,no,Probation officers,66.7,Vehicle paint technicians,64.0,,,,,,,3312,Police officers (sergeant and below),api_ranked_manual_pass,88.0
pattern-cutter,5413,Pattern cutter,Tailors and dressmakers,100.0,no,Butchers,66.7,Plasterers,66.7,,,,,,,5413,Tailors and dressmakers,add_titles_exact,100.0
payroll-administrator,4151,Payroll administrator,Sales administrators,88.2,no,Data entry administrators,83.3,Company secretaries and administrators,82.1,,,,,,,4151,Sales administrators,api_ranked_manual_pass,88.2
pe-teacher,2317,PE teacher,Teachers of english as a foreign language,94.7,no,Teachers of English as a foreign language,82.4,Chefs,75.0,,,,,,,2317,Teachers of english as a foreign language,fuzzy,94.7
pensions-administrator,4132,Pensions administrator,Pensions and insurance clerks and assistants,100.0,no,Company secretaries and administrators,83.3,Data entry administrators,80.0,,,,,,,4132,Pensions and insurance clerks and assistants,add_titles_exact,100.0
performance-sports-scientist,2119,Performance sports scientist,Natural and social science professionals n.e.c.,100.0,no,Farm workers,75.0,Physical scientists,71.4,,,,,,,2119,Natural and social science professionals n.e.c.,fuzzy,100.0
personal-trainer,3433,Personal trainer,Fitness and wellbeing instructors,100.0,no,Other vocational and industrial trainers,78.6,Printers,76.9,,,,,,,3433,Fitness and wellbeing instructors,add_titles_exact,100.0
pest-control-technician,6121,Pest control technician,Pest control officers,100.0,no,Credit controllers,83.3,Stock control clerks and assistants,75.0,,,,,,,6121,Pest control officers,add_titles_exact,100.0
pet-behaviour-consultant,2224,Pet behaviour consultant,Psychotherapists and cognitive behaviour therapists,82.8,no,Bar and catering supervisors,57.1,Elementary storage supervisors,57.1,,,,,,,6212,Travel agents,manual_review_override,100.0
pharmacist,2251,Pharmacist,Pharmacists,100.0,no,Pharmacy and optical dispensing assistants,82.4,Pharmaceutical technicians,82.4,,,,,,,2251,Pharmacists,add_titles_exact,100.0
pharmacologist,2119,Pharmacologist,Natural and social science professionals n.e.c.,54.5,no,Pharmacists,83.3,Florists,76.9,,,,,,,2229,Therapy professionals n.e.c.,manual_review_override,100.0
pharmacy-assistant,7114,Pharmacy assistant,Pharmacy and optical dispensing assistants,100.0,no,Pharmaceutical technicians,93.3,Pharmacists,93.3,,,,,,,7114,Pharmacy and optical dispensing assistants,add_titles_exact,100.0
pharmacy-technician,3212,Pharmacy technician,Pharmaceutical technicians,100.0,no,Pharmaceutical technicians,93.3,Pharmacists,93.3,,,,,,,3212,Pharmaceutical technicians,add_titles_exact,100.0
phlebotomist,2233,Phlebotomist,Registered specialist nurses,77.8,no,Florists,66.7,Artists,66.7,,,,,,,,,manual_review_override,100.0
photographer,3417,Photographer,"Photographers, audio-visual and broadcasting equipment operators",100.0,no,Dancers and choreographers,83.3,Medical radiographers,80.0,,,,,,,3417,"Photographers, audio-visual and broadcasting equipment operators",add_titles_exact,100.0
photographic-stylist,3417,Photographic stylist,"Photographers, audio-visual and broadcasting equipment operators",90.9,no,"Photographers, audio-visual and broadcasting equipment operators",66.7,Artists,66.7,,,,,,,3417,"Photographers, audio-visual and broadcasting equipment operators",fuzzy,90.9
photographic-technician,3119,Photographic technician,"Science, engineering and production technicians n.e.c.",100.0,no,Graphic and multimedia designers,73.7,Dancers and choreographers,66.7,,,,,,,3119,"Science, engineering and production technicians n.e.c.",fuzzy,100.0
physician-assistant,2229,Physician assistant,Therapy professionals n.e.c.,83.3,no,Musicians,85.7,Dispensing opticians,75.0,,,,,,,7111,Sales and retail assistants,manual_review_override,100.0
physicist,2114,Physicist,Physical scientists,100.0,no,Physiotherapists,75.0,Sewing machinists,66.7,,,,,,,2114,Physical scientists,add_titles_exact,100.0
physiotherapist,2221,Physiotherapist,Physiotherapists,100.0,no,Psychotherapists and cognitive behaviour therapists,80.0,Speech and language therapists,75.0,,,,,,,2221,Physiotherapists,add_titles_exact,100.0
physiotherapy-assistant,2221,Physiotherapy assistant,Physiotherapists,88.9,no,Psychotherapists and cognitive behaviour therapists,72.0,Therapy professionals n.e.c.,70.0,,,,,,,2221,Physiotherapists,api_ranked_manual_pass,88.9
pilates-teacher,3432,Pilates teacher,"Sports coaches, instructors and officials",81.8,no,Butchers,72.7,Plant and machine operatives n.e.c.,69.2,,,,,,,2319,Teaching professionals n.e.c.,manual_review_override,100.0
pipe-fitter,5214,Pipe fitter,Pipe fitters,100.0,no,IT managers,100.0,Metal working production and maintenance fitters,84.2,,,,,,,5214,Pipe fitters,add_titles_exact,100.0
